0,1,2,3,4,5,6,7,8,9
33,35,24,19,8,,,,,
30,26,35,,,,,,,
35,13,23,21,,,,,,
17,10,,,,,,,,
18,32,35,28,21,10,,,,
15,14,7,16,3,,,,,
2,19,3,,,,,,,
8,6,33,12,14,7,9,,,
7,4,27,26,16,,,,,
12,,,,,,,,,
27,26,9,13,16,13,,,,
16,,,,,,,,,
14,13,7,6,29,34,11,15,20,9
19,18,,,,,,,,
1,,,,,,,,,
35,9,14,,,,,,,
33,13,7,12,10,22,27,24,,
28,29,6,14,6,11,16,6,,
4,6,,,,,,,,
8,,,,,,,,,
25,21,12,26,22,27,22,25,6,
18,8,10,2,36,,,,,
8,12,2,5,3,30,28,27,25,
23,26,22,26,18,10,12,7,16,22
15,3,28,,,,,,,
35,10,36,19,8,6,21,28,12,
19,10,18,8,11,15,29,,,
15,18,20,4,10,17,20,27,,
16,13,31,36,4,,,,,
5,6,12,,,,,,,
34,29,34,35,2,10,,,,
20,19,8,18,2,22,25,13,,
21,9,3,15,8,18,,,,
15,11,16,33,35,32,21,28,27,
24,27,29,,,,,,,
31,1,27,5,4,7,14,13,,
19,20,18,,,,,,,
11,28,12,7,21,10,,,,
9,,,,,,,,,
1,3,,,,,,,,
36,,,,,,,,,
33,30,20,,,,,,,
21,9,31,6,12,30,28,,,
24,11,34,24,1,5,,,,
2,,,,,,,,,
9,26,27,15,,,,,,
26,19,8,25,27,28,34,,,
10,12,36,5,2,1,2,5,23,
12,34,32,23,22,25,6,11,20,
33,28,9,,,,,,,
5,28,6,29,,,,,,
9,22,13,,,,,,,
14,26,,,,,,,,
32,24,4,2,23,1,26,8,12,9
14,15,35,4,10,4,2,3,2,9
16,6,7,1,,,,,,
9,8,,,,,,,,
15,32,30,,,,,,,
25,24,8,15,20,9,10,,,
23,12,8,15,14,,,,,
9,35,10,25,1,3,17,31,,
32,9,8,11,15,26,27,28,3,6
7,17,23,13,35,10,,,,
2,7,14,9,17,10,,,,
34,33,35,29,27,3,,,,
23,5,4,2,17,4,,,,
32,35,6,8,18,31,11,15,12,
30,1,12,11,19,,,,,
20,29,24,25,17,11,4,21,,
1,12,,,,,,,,
15,12,5,,,,,,,
36,34,,,,,,,,
11,16,23,25,22,33,11,3,34,
32,34,33,2,3,36,33,27,28,
31,19,10,18,17,4,,,,
35,4,21,16,8,19,,,,
21,29,17,,,,,,,
6,31,36,32,,,,,,
17,2,19,17,12,,,,,
9,23,13,25,11,13,19,,,
26,22,19,8,25,24,34,33,34,32
13,17,9,7,,,,,,
21,12,32,35,6,31,,,,
19,28,30,12,11,33,12,15,16,
25,23,28,,,,,,,
4,20,9,3,2,21,,,,
14,4,19,,,,,,,
3,,,,,,,,,
21,12,29,30,,,,,,
16,13,20,19,35,5,2,9,8,23
22,14,13,16,15,20,,,,
29,9,31,,,,,,,
15,21,2,19,20,,,,,
17,21,,,,,,,,
23,26,22,,,,,,,
11,20,1,4,,,,,,
20,9,26,18,,,,,,
2,18,13,11,14,1,,,,
23,3,2,24,25,23,26,13,21,
35,12,16,14,1,14,,,,
4,31,13,15,,,,,,
10,23,7,29,36,30,25,5,,
23,33,,,,,,,,
2,22,34,,,,,,,
32,23,,,,,,,,
4,18,19,35,32,12,9,,,
2,,,,,,,,,
16,32,3,34,,,,,,
3,1,30,6,14,35,34,33,,
1,,,,,,,,,
15,,,,,,,,,
21,8,7,4,2,15,13,25,,
5,,,,,,,,,
4,1,4,26,25,18,2,18,6,15
23,5,,,,,,,,
28,15,8,7,17,19,18,12,31,
9,17,9,10,8,22,,,,
14,13,16,,,,,,,
29,26,17,3,9,,,,,
28,15,,,,,,,,
10,8,32,35,,,,,,
23,22,24,,,,,,,
20,26,28,10,8,16,11,,,
12,15,,,,,,,,
22,23,26,1,14,24,25,,,
27,4,2,21,32,16,11,13,11,
25,23,30,1,25,29,18,,,
1,6,,,,,,,,
27,26,3,24,29,28,24,35,,
17,22,23,1,30,24,29,28,30,16
35,34,,,,,,,,
35,11,6,31,12,16,12,,,
30,34,17,4,1,2,4,20,16,
3,33,23,26,,,,,,
8,6,31,12,15,28,,,,
27,29,1,12,17,12,16,25,5,
25,26,22,11,16,,,,,
11,33,,,,,,,,
1,,,,,,,,,
33,25,,,,,,,,
9,8,17,16,13,31,6,8,3,
33,34,36,21,24,29,3,2,7,21
10,5,13,11,34,3,9,,,
6,,,,,,,,,
22,23,22,9,25,8,25,,,
16,30,28,17,,,,,,
12,30,5,,,,,,,
16,21,13,15,9,,,,,
2,21,,,,,,,,
11,27,20,36,6,11,22,12,6,11
36,28,29,20,9,7,27,14,8,2
11,16,10,,,,,,,
6,30,24,26,22,26,29,14,,
28,29,8,,,,,,,
7,8,18,35,34,33,34,35,31,
30,,,,,,,,,
10,,,,,,,,,
3,2,26,24,18,31,,,,
17,8,,,,,,,,
22,1,2,17,13,15,13,11,12,27
25,27,31,,,,,,,
2,5,35,5,6,,,,,
3,4,27,30,1,23,26,15,,
32,4,1,4,5,15,13,9,,
6,,,,,,,,,
23,10,9,3,4,3,29,15,16,
19,21,10,19,8,,,,,
10,,,,,,,,,
30,10,12,7,6,12,5,10,18,
16,35,33,36,23,25,22,23,25,
33,32,35,7,28,4,31,5,21,
23,34,32,33,30,3,22,36,,
11,31,18,10,18,,,,,
26,17,9,10,20,15,12,,,
22,,,,,,,,,
18,19,13,18,31,30,28,,,
32,36,9,17,26,17,22,25,24,
26,12,25,27,2,25,23,26,12,16
1,32,35,16,12,,,,,
20,10,,,,,,,,
34,36,33,10,26,17,,,,
19,31,7,34,32,29,24,27,25,17
36,35,5,19,30,1,5,22,23,
31,8,31,18,10,,,,,
3,,,,,,,,,
35,28,9,19,35,9,3,23,1,
36,34,36,32,3,5,28,,,
17,2,17,,,,,,,
3,22,26,16,8,18,31,,,
30,,,,,,,,,
26,24,27,29,24,27,,,,
8,7,4,12,,,,,,
26,11,16,5,3,4,23,,,
23,25,,,,,,,,
32,7,34,32,36,1,17,19,30,
4,5,22,,,,,,,
2,1,16,14,21,7,21,12,,
18,10,,,,,,,,
3,25,24,,,,,,,
17,,,,,,,,,
19,33,,,,,,,,
14,13,17,14,8,,,,,
34,35,36,,,,,,,
34,33,13,31,18,35,,,,
22,27,24,,,,,,,
25,23,36,33,36,2,21,,,
17,18,3,24,7,27,20,1,,
14,,,,,,,,,
8,9,21,30,,,,,,
22,20,28,29,20,19,30,24,19,
16,,,,,,,,,
35,,,,,,,,,
23,29,11,10,21,10,11,,,
11,16,6,25,14,13,,,,
10,19,8,31,23,18,17,8,11,
22,4,17,19,,,,,,
1,4,9,17,7,6,,,,
4,2,26,27,23,12,8,10,,
10,8,27,8,10,,,,,
23,22,29,23,22,,,,,
24,34,7,21,11,6,15,12,6,
19,,,,,,,,,
19,,,,,,,,,
21,5,1,6,25,9,1,,,
32,13,9,,,,,,,
26,24,14,,,,,,,
28,29,27,19,35,12,7,6,26,
11,6,35,32,28,24,,,,
1,15,30,28,,,,,,
10,36,30,29,28,21,23,34,32,3
3,27,24,25,29,13,6,5,,
29,28,1,35,10,8,17,10,1,
9,8,18,12,1,2,1,5,4,
22,27,28,,,,,,,
1,32,35,33,8,,,,,
31,30,,,,,,,,
17,9,32,28,21,17,24,14,,
13,1,3,16,23,24,28,24,29,
5,14,22,30,1,5,27,24,26,1
36,33,,,,,,,,
28,30,8,12,10,17,8,10,12,
18,8,12,6,3,20,7,17,11,13
12,14,27,25,4,2,36,13,,
34,11,4,1,4,,,,,
11,15,22,12,14,,,,,
5,8,21,17,9,,,,,
11,9,29,5,25,26,24,28,25,
8,11,4,8,13,22,26,17,2,15
33,28,,,,,,,,
35,34,24,19,,,,,,
25,23,4,,,,,,,
28,29,22,26,22,23,22,,,
18,23,,,,,,,,
20,17,21,31,10,23,,,,
19,14,,,,,,,,
1,25,27,30,3,28,,,,
28,17,19,18,5,18,10,,,
18,20,27,30,25,23,7,11,22,35
17,6,7,,,,,,,
35,34,33,30,20,13,,,,
34,35,,,,,,,,
36,35,,,,,,,,
21,6,4,33,28,12,26,,,
22,26,25,29,28,19,10,18,13,14
13,,,,,,,,,
28,24,4,5,4,6,20,13,24,
10,8,10,2,10,18,2,,,
1,30,25,2,17,30,19,10,19,
33,9,31,30,6,8,,,,
10,8,28,27,22,27,,,,
25,6,30,,,,,,,
24,29,35,5,19,8,10,35,10,9
30,1,5,28,30,6,11,14,,
3,8,15,,,,,,,
36,34,8,7,22,19,30,12,10,
27,22,6,,,,,,,
15,4,1,18,10,,,,,
2,17,,,,,,,,
24,29,,,,,,,,
34,6,,,,,,,,
11,5,1,16,18,10,11,25,5,20
13,14,15,,,,,,,
23,22,30,31,,,,,,
32,,,,,,,,,
2,1,14,27,29,25,23,1,6,2
16,15,16,13,,,,,,
16,23,25,8,26,1,34,33,10,
18,10,,,,,,,,
12,1,24,21,9,2,18,20,31,11
27,30,29,34,32,,,,,
5,27,7,27,,,,,,
29,23,,,,,,,,
16,30,31,12,15,11,2,10,9,
29,30,21,11,26,27,,,,
33,34,1,7,,,,,,
7,,,,,,,,,
13,36,21,22,34,5,1,2,,
11,36,11,30,21,,,,,
29,27,23,26,23,9,34,7,,
5,31,6,15,16,8,,,,
28,27,10,19,10,8,13,6,,
26,29,27,29,,,,,,
18,,,,,,,,,
17,1,,,,,,,,
28,,,,,,,,,
23,28,12,8,10,2,19,2,,
21,1,12,21,10,9,20,14,,
6,11,14,8,22,29,24,20,15,
20,18,36,9,8,33,32,27,29,16
2,6,7,5,2,23,27,23,10,
32,36,,,,,,,,
1,2,5,,,,,,,
17,20,31,22,21,10,18,31,,
13,15,,,,,,,,
26,1,29,,,,,,,
25,34,13,21,18,19,10,12,28,35
28,26,15,9,30,19,17,26,,
25,4,30,8,,,,,,
3,1,3,33,6,34,35,34,,
30,18,10,36,,,,,,
23,26,19,2,7,8,21,12,23,
9,20,9,7,21,31,1,33,34,
18,22,,,,,,,,
21,10,15,11,,,,,,
2,29,,,,,,,,
26,25,,,,,,,,
31,11,17,18,23,6,9,20,18,
34,1,23,25,24,13,,,,
9,22,29,25,,,,,,
3,,,,,,,,,
6,28,11,12,9,16,,,,
23,22,26,21,12,15,21,8,,
24,28,4,35,3,8,,,,
1,30,16,15,14,11,,,,
5,6,2,17,,,,,,
13,11,12,15,14,33,12,16,14,
8,19,17,8,10,19,20,,,
35,11,14,26,24,28,6,,,
31,30,26,5,2,1,,,,
3,2,26,15,,,,,,
21,28,,,,,,,,
2,11,23,25,8,11,14,8,6,16
21,,,,,,,,,
26,22,25,29,,,,,,
9,17,12,11,16,,,,,
18,28,4,3,28,24,28,25,26,29
27,35,23,33,3,5,,,,
10,13,15,35,,,,,,
10,18,10,14,13,25,34,32,10,9
26,23,31,5,,,,,,
20,23,,,,,,,,
33,35,18,5,8,7,21,7,,
4,3,12,17,19,10,17,9,12,15
11,16,3,4,36,17,,,,
9,2,21,27,33,32,11,15,,
9,4,3,2,1,14,,,,
31,8,7,6,8,7,,,,
3,4,,,,,,,,
34,5,28,24,2,13,,,,
3,28,1,34,4,18,12,31,6,29
36,13,20,32,30,21,20,29,16,
25,29,31,24,29,,,,,
12,15,,,,,,,,
23,2,,,,,,,,
6,19,29,28,35,3,17,10,22,26
6,11,16,14,11,6,31,11,12,16
36,32,33,10,36,34,32,19,,
12,,,,,,,,,
17,16,31,30,,,,,,
13,32,3,1,,,,,,
17,20,12,29,7,12,17,12,31,
21,7,,,,,,,,
17,,,,,,,,,
17,23,,,,,,,,
34,33,32,20,11,,,,,
30,12,10,17,10,4,33,,,
10,19,26,11,12,7,,,,
29,36,30,36,35,7,10,18,8,18
36,32,27,28,24,27,26,19,,
10,21,32,33,7,17,36,19,29,8
3,9,32,,,,,,,
12,15,28,27,1,28,36,,,
33,22,32,,,,,,,
3,25,26,,,,,,,
21,9,12,16,11,8,7,31,,
5,22,26,19,18,34,32,,,
13,30,,,,,,,,
30,1,,,,,,,,
16,,,,,,,,,
30,,,,,,,,,
34,33,8,12,4,18,34,14,7,
11,32,,,,,,,,
22,,,,,,,,,
9,19,8,33,36,4,,,,
31,6,14,3,35,8,19,,,
36,33,18,16,13,11,16,20,,
4,,,,,,,,,
35,16,,,,,,,,
6,8,,,,,,,,
34,33,17,7,12,,,,,
22,14,28,29,13,14,27,34,35,
1,17,22,23,,,,,,
6,16,11,12,9,,,,,
7,15,11,,,,,,,
28,6,31,5,22,24,12,17,9,11
23,14,8,4,5,,,,,
29,26,25,23,13,16,13,7,,
22,30,16,17,2,26,22,4,13,
25,22,19,1,30,28,21,14,32,
33,21,18,8,,,,,,
24,4,3,30,,,,,,
8,11,12,28,21,10,21,24,33,2
9,20,17,15,14,10,18,17,18,
21,28,29,25,19,16,12,31,11,
2,20,1,2,9,8,12,17,2,
12,20,,,,,,,,
9,20,,,,,,,,
2,16,14,12,7,22,,,,
22,25,23,4,12,31,13,7,31,5
13,15,,,,,,,,
3,,,,,,,,,
27,15,1,4,5,2,4,9,,
4,26,6,11,15,11,26,,,
20,11,28,25,26,,,,,
25,7,12,27,24,29,27,29,28,
4,12,31,8,18,,,,,
11,,,,,,,,,
23,9,,,,,,,,
5,15,9,,,,,,,
27,25,4,16,,,,,,
4,,,,,,,,,
29,32,35,,,,,,,
23,32,,,,,,,,
17,19,10,8,23,,,,,
20,31,26,,,,,,,
30,8,15,27,29,,,,,
27,32,28,27,22,,,,,
12,10,3,7,29,32,,,,
2,10,16,11,,,,,,
30,3,1,5,11,31,27,2,10,6
17,20,22,26,20,3,4,33,,
13,31,30,28,3,10,13,,,
25,11,12,20,,,,,,
5,30,31,11,,,,,,
23,33,7,,,,,,,
7,11,,,,,,,,
8,34,2,1,13,27,,,,
2,19,8,11,1,,,,,
23,25,16,13,19,20,,,,
2,4,2,1,35,33,36,,,
12,,,,,,,,,
26,36,25,23,25,23,13,,,
1,29,7,,,,,,,
21,28,29,6,1,4,31,20,2,
30,28,24,27,28,,,,,
36,17,21,17,,,,,,
32,10,2,4,6,16,14,32,35,33
31,6,8,31,13,36,,,,
6,16,,,,,,,,
4,1,16,35,24,27,22,,,
35,9,7,12,16,11,,,,
26,16,14,13,31,6,,,,
17,21,10,36,26,23,18,10,,
2,23,25,,,,,,,
34,32,35,5,,,,,,
7,8,10,30,4,13,17,,,
6,20,25,3,9,18,3,5,,
22,1,3,31,20,33,7,16,13,8
23,22,25,,,,,,,
7,2,10,33,1,33,34,28,3,4
31,22,33,29,27,15,3,2,19,18
3,,,,,,,,,
10,23,,,,,,,,
34,21,26,,,,,,,
19,4,22,24,11,23,17,8,19,10
3,30,28,29,,,,,,
1,,,,,,,,,
25,24,5,36,17,10,,,,
22,15,8,4,12,9,4,22,23,25
11,33,18,,,,,,,
36,,,,,,,,,
10,17,28,20,18,1,2,31,6,
11,24,26,14,7,12,,,,
12,10,7,16,,,,,,
11,8,19,30,,,,,,
16,6,12,6,13,6,,,,
22,30,1,4,30,1,5,28,19,
2,,,,,,,,,
31,18,31,,,,,,,
26,25,23,20,5,10,,,,
3,28,30,28,5,14,6,,,
15,,,,,,,,,
16,,,,,,,,,
19,21,,,,,,,,
22,33,2,9,12,14,,,,
11,30,25,19,31,,,,,
16,14,3,18,20,,,,,
23,26,1,5,,,,,,
15,36,34,,,,,,,
11,16,,,,,,,,
27,18,,,,,,,,
30,11,30,26,14,25,,,,
24,21,15,31,26,35,34,35,,
9,22,27,,,,,,,
25,5,4,1,4,36,22,34,26,
1,2,12,31,6,19,20,27,35,8
11,31,12,15,1,13,3,1,29,24
1,4,18,,,,,,,
25,32,25,35,29,36,35,,,
12,14,6,12,27,34,35,,,
10,2,5,11,31,13,16,13,,
2,4,1,,,,,,,
2,4,11,16,17,8,12,10,,
21,13,29,26,22,,,,,
33,35,36,34,35,33,29,,,
1,29,22,31,,,,,,
3,12,,,,,,,,
4,2,17,9,10,,,,,
8,35,16,,,,,,,
10,9,15,4,10,21,6,,,
10,21,9,7,17,8,,,,
25,23,9,,,,,,,
2,13,24,22,6,12,9,36,,
27,30,20,33,36,25,13,,,
28,21,35,26,,,,,,
22,27,25,13,18,4,19,,,
16,22,25,,,,,,,
9,10,13,16,18,,,,,
24,29,27,6,31,7,,,,
33,,,,,,,,,
14,11,16,6,16,14,13,31,,
35,36,14,28,27,36,15,14,6,
26,25,36,34,35,34,33,35,2,1
5,4,35,33,34,,,,,
9,10,,,,,,,,
27,15,13,15,10,20,,,,
23,32,31,7,21,,,,,
7,5,33,,,,,,,
28,21,18,19,23,,,,,
28,,,,,,,,,
16,,,,,,,,,
31,33,8,7,33,,,,,
25,22,26,22,26,27,28,12,,
15,16,,,,,,,,
26,11,12,27,26,14,6,,,
16,8,4,,,,,,,
31,18,19,22,17,,,,,
26,5,21,8,17,2,20,10,21,18
5,4,1,19,,,,,,
17,19,5,14,26,,,,,
18,19,18,14,,,,,,
34,5,,,,,,,,
24,28,13,19,9,8,18,21,10,8
35,,,,,,,,,
2,3,4,3,,,,,,
31,17,19,,,,,,,
16,9,2,1,2,6,,,,
18,32,19,17,25,18,,,,
3,2,10,18,19,32,1,5,22,
21,18,13,16,6,34,33,29,34,
26,29,24,17,19,12,14,,,
7,36,,,,,,,,
35,,,,,,,,,
4,36,35,32,,,,,,
10,19,8,13,33,35,23,33,32,
26,7,,,,,,,,
2,1,34,27,24,27,16,23,2,31
27,34,32,28,21,28,29,10,12,31
26,15,34,23,1,10,19,1,3,7
28,24,4,5,10,25,22,24,25,10
7,31,5,2,,,,,,
30,28,14,26,14,8,,,,
30,31,15,31,33,,,,,
11,6,25,18,2,18,,,,
11,15,2,23,,,,,,
22,34,10,19,2,1,4,,,
31,11,13,11,14,,,,,
27,32,3,,,,,,,
11,,,,,,,,,
19,22,,,,,,,,
33,35,8,,,,,,,
8,16,30,1,2,,,,,
24,28,29,27,28,29,16,17,26,
23,26,1,25,7,15,27,13,,
10,32,25,14,21,8,36,22,21,29
23,22,25,22,12,4,,,,
31,12,17,21,6,28,29,30,,
34,32,16,8,,,,,,
4,2,3,5,2,10,19,,,
13,8,29,1,2,21,6,8,19,14
17,8,12,9,31,,,,,
12,8,30,,,,,,,
21,26,17,8,14,36,8,2,,
19,17,15,,,,,,,
25,19,21,20,33,34,36,,,
3,27,21,27,,,,,,
19,36,33,36,22,19,26,22,35,26
36,5,32,35,27,2,,,,
28,12,26,25,22,6,13,29,,
3,12,30,6,14,29,12,29,28,
27,22,18,3,6,8,18,10,18,
18,33,34,33,13,,,,,
25,10,27,29,,,,,,
14,27,10,19,21,20,25,11,21,13
23,7,24,27,,,,,,
9,7,,,,,,,,
9,20,27,21,12,1,5,,,
8,,,,,,,,,
23,3,27,,,,,,,
11,8,14,,,,,,,
2,18,20,6,27,24,28,30,6,8
28,32,20,17,,,,,,
26,24,25,17,33,36,22,,,
30,28,16,24,25,31,6,13,,
5,,,,,,,,,
5,12,21,24,,,,,,
28,26,23,24,23,,,,,
35,1,4,23,3,25,28,,,
36,18,13,21,2,,,,,
9,36,15,6,8,31,8,36,,
11,14,4,3,,,,,,
10,7,8,25,27,28,36,18,2,
14,24,23,17,9,35,15,7,,
11,12,3,27,4,2,3,1,3,6
15,36,22,7,21,,,,,
2,30,32,30,26,,,,,
34,33,35,26,13,15,16,2,,
9,32,36,34,36,32,,,,
32,33,34,25,29,4,30,,,
23,33,10,21,8,31,20,,,
19,17,7,4,2,36,,,,
22,25,23,3,2,33,2,5,1,35
8,5,8,17,9,20,19,4,33,3
27,10,18,31,35,26,,,,
17,11,8,,,,,,,
11,23,25,31,21,30,28,32,23,26
22,17,28,11,16,6,12,15,3,
33,,,,,,,,,
22,5,,,,,,,,
35,34,12,21,28,3,19,,,
10,27,26,29,25,27,,,,
25,7,21,,,,,,,
36,6,12,34,22,28,,,,
20,4,9,6,34,22,,,,
16,34,25,12,28,8,15,16,26,22
25,3,27,31,28,,,,,
23,,,,,,,,,
25,35,23,4,,,,,,
31,2,30,,,,,,,
33,26,,,,,,,,
20,27,16,20,16,27,26,,,
27,28,16,36,21,5,12,,,
27,24,30,18,25,36,,,,
7,,,,,,,,,
10,2,19,10,33,24,25,22,,
10,15,7,11,12,15,16,2,8,
1,13,16,19,20,,,,,
34,36,18,4,7,,,,,
7,17,24,33,34,5,,,,
14,6,22,21,30,,,,,
33,35,29,24,34,,,,,
8,27,25,23,26,21,28,15,,
18,8,21,34,35,32,35,,,
11,,,,,,,,,
25,14,3,12,20,11,25,9,20,33
6,33,36,1,4,10,29,8,11,
3,27,7,,,,,,,
1,3,,,,,,,,
8,19,,,,,,,,
24,27,34,,,,,,,
31,,,,,,,,,
21,10,19,,,,,,,
7,10,33,32,14,1,5,27,3,28
29,35,12,10,19,,,,,
24,,,,,,,,,
17,16,15,17,,,,,,
32,27,29,25,,,,,,
15,13,28,2,27,11,12,13,,
11,13,,,,,,,,
36,18,,,,,,,,
36,34,22,10,17,19,18,14,,
5,4,25,1,29,,,,,
33,15,,,,,,,,
11,15,,,,,,,,
2,31,23,33,,,,,,
11,36,18,21,17,28,16,35,33,24
34,,,,,,,,,
27,7,30,28,,,,,,
14,16,12,21,17,32,28,35,,
29,2,,,,,,,,
26,22,,,,,,,,
17,24,28,24,29,2,,,,
2,1,34,,,,,,,
9,2,3,,,,,,,
25,27,23,12,20,3,35,25,,
11,7,11,6,15,7,12,9,,
29,7,19,34,14,15,13,14,,
4,32,,,,,,,,
25,27,28,30,31,11,15,,,
6,12,14,11,24,36,34,1,28,4
26,23,32,24,23,,,,,
22,30,21,7,6,13,,,,
15,20,30,19,10,12,,,,
33,23,10,33,10,18,,,,
30,,,,,,,,,
3,4,20,18,2,3,4,24,31,12
31,10,34,33,,,,,,
7,13,15,14,2,3,4,22,26,31
18,20,18,34,32,16,30,35,,
33,12,14,24,,,,,,
32,34,25,31,8,28,27,24,17,
36,3,21,10,21,12,17,,,
26,22,26,7,31,23,,,,
31,4,16,29,14,,,,,
17,4,,,,,,,,
12,8,19,22,28,24,12,,,
15,28,1,4,2,10,8,36,3,
35,34,33,20,33,32,8,4,2,24
24,26,5,,,,,,,
11,8,,,,,,,,
20,5,,,,,,,,
10,17,19,8,,,,,,
30,28,21,34,29,10,2,20,36,35
5,27,3,33,36,,,,,
5,12,26,16,17,,,,,
31,26,,,,,,,,
26,25,27,1,24,12,6,13,15,
27,9,,,,,,,,
36,3,32,29,10,8,28,2,,
6,35,34,,,,,,,
17,2,,,,,,,,
31,,,,,,,,,
15,11,8,24,,,,,,
8,31,8,18,28,19,36,11,14,2
19,8,35,22,30,12,4,,,
10,18,34,,,,,,,
24,31,27,4,36,33,,,,
7,16,2,1,3,23,,,,
9,7,10,21,5,8,17,18,8,
4,13,,,,,,,,
9,10,,,,,,,,
36,,,,,,,,,
13,11,31,23,26,8,19,,,
1,27,21,22,6,12,16,,,
3,18,,,,,,,,
26,24,29,28,19,27,5,4,18,
36,28,,,,,,,,
32,30,26,31,13,19,18,21,,
7,14,6,16,7,15,11,2,19,
31,,,,,,,,,
36,34,10,2,4,8,12,6,,
23,10,12,34,32,36,3,11,6,
22,25,27,32,26,19,18,,,
7,34,,,,,,,,
1,23,31,13,6,7,5,16,21,26
16,12,27,9,,,,,,
15,12,1,14,,,,,,
32,25,11,15,4,1,,,,
20,9,16,13,35,36,34,,,
18,9,28,,,,,,,
15,35,2,32,35,6,,,,
1,,,,,,,,,
32,18,17,22,,,,,,
23,6,3,9,10,11,6,12,13,20
33,13,10,4,,,,,,
22,25,,,,,,,,
6,14,,,,,,,,
5,31,18,,,,,,,
20,24,27,12,7,28,,,,
28,30,31,,,,,,,
15,8,29,3,5,8,12,33,24,
24,34,5,4,33,36,5,26,27,
25,22,27,23,27,24,3,12,,
10,3,,,,,,,,
15,20,12,9,8,11,16,6,19,8
19,5,,,,,,,,
13,31,15,14,31,8,14,13,11,
31,13,19,30,15,,,,,
23,25,29,30,19,,,,,
19,5,1,,,,,,,
25,,,,,,,,,
9,29,25,33,,,,,,
8,6,13,11,15,27,,,,
26,,,,,,,,,
23,3,4,2,5,36,32,24,,
33,5,2,,,,,,,
31,16,30,,,,,,,
15,13,2,18,27,26,33,,,
24,8,15,8,11,31,8,19,,
23,35,33,13,15,16,11,29,7,
28,21,8,6,14,7,10,21,28,29
18,20,30,31,,,,,,
23,,,,,,,,,
26,16,14,31,30,1,13,17,30,36
19,9,17,8,18,20,19,,,
7,21,10,3,10,,,,,
31,12,,,,,,,,
19,2,23,,,,,,,
8,26,,,,,,,,
29,7,14,16,18,21,33,16,,
10,18,,,,,,,,
23,16,6,,,,,,,
16,2,1,23,19,,,,,
12,7,30,,,,,,,
22,10,2,16,31,16,20,18,31,8
32,3,32,1,4,,,,,
15,13,8,6,20,25,22,30,,
8,31,4,3,33,31,11,13,27,
25,18,17,19,,,,,,
25,27,1,4,6,5,29,,,
30,21,10,20,33,16,15,,,
33,28,,,,,,,,
30,17,8,10,9,17,9,4,,
15,13,8,,,,,,,
26,23,,,,,,,,
33,36,35,4,10,8,20,,,
20,17,2,3,2,18,5,,,
32,5,27,4,5,3,28,,,
15,13,31,12,,,,,,
21,1,11,13,,,,,,
34,23,27,22,6,,,,,
1,16,4,25,26,11,7,15,,
6,5,11,1,7,12,32,11,,
31,30,28,12,16,19,10,,,
21,14,,,,,,,,
26,32,8,13,10,19,,,,
15,23,,,,,,,,
28,32,25,24,17,10,17,32,,
4,16,15,13,32,27,3,,,
3,20,9,25,27,,,,,
27,5,21,11,,,,,,
6,16,7,23,6,12,10,21,,
17,9,16,6,15,4,5,2,18,
13,20,4,,,,,,,
21,5,26,27,23,36,33,,,
12,11,,,,,,,,
8,31,21,,,,,,,
12,10,19,23,27,20,30,10,16,
24,9,35,5,,,,,,
2,36,35,34,1,4,,,,
15,12,10,,,,,,,
3,28,27,12,1,,,,,
1,4,17,8,9,20,18,20,21,
25,,,,,,,,,
35,20,22,23,24,19,10,12,,
1,27,28,33,27,26,1,,,
9,12,16,8,,,,,,
8,13,24,25,23,16,12,,,
13,29,27,17,5,15,30,5,15,1
6,31,22,35,18,,,,,
30,28,29,1,11,31,11,12,15,14
13,14,2,18,30,8,25,17,,
1,4,33,13,28,23,22,25,26,
34,,,,,,,,,
27,15,29,28,24,26,25,,,
5,27,2,3,20,19,30,7,14,16
35,36,6,11,17,9,3,2,,
12,4,,,,,,,,
15,21,1,6,29,12,27,,,
15,21,7,3,5,28,14,15,28,32
27,,,,,,,,,
25,36,35,28,24,22,23,34,35,
31,15,11,8,9,3,5,,,
1,5,1,,,,,,,
28,35,,,,,,,,
14,,,,,,,,,
25,23,21,15,14,12,9,19,,
3,,,,,,,,,
18,29,24,22,19,8,,,,
2,36,33,34,22,,,,,
23,19,33,18,21,10,9,21,,
24,22,26,,,,,,,
22,25,14,11,16,,,,,
30,16,11,33,20,9,1,5,,
9,12,7,8,15,8,13,,,
34,35,36,32,,,,,,
6,31,3,2,3,19,30,32,33,11
17,14,31,8,18,23,34,30,16,14
7,21,12,31,17,9,8,6,31,
7,32,5,21,36,2,14,13,20,
18,2,8,31,21,31,8,,,
2,18,3,1,2,1,9,22,25,18
10,26,23,29,24,18,22,,,
9,21,28,30,22,,,,,
25,9,1,4,19,28,10,12,11,10
14,16,11,9,3,27,28,16,31,
21,5,3,4,2,10,6,8,18,
13,7,17,,,,,,,
27,,,,,,,,,
33,36,9,,,,,,,
33,10,18,10,8,1,20,,,
8,15,1,5,2,35,13,28,14,
36,4,25,11,27,25,18,,,
7,12,21,26,25,24,11,13,10,11
31,1,4,1,,,,,,
8,14,25,26,7,9,,,,
33,11,,,,,,,,
29,25,20,27,,,,,,
31,6,34,32,12,21,24,3,,
12,15,34,,,,,,,
30,31,12,9,33,30,22,18,35,
36,35,7,12,14,,,,,
22,24,22,3,11,15,14,7,,
9,35,19,10,6,12,17,9,21,
